<pre>
Vars 	 	  CCtr  NNtr  CCt   NNt   CCv   NNv  +-CCtr  +-NNtr  +-CCt   +-NNt   +-CCv   +-NNv
DoY+D_{st}+F_{10.7}   	- +0.44 +0.49 +0.49 +0.22 +0.49 +0.30 0.03 0.13 0.10 0.19 0.10 0.23 
DoY+D_{st}+\rho_{sw}   	- +0.22 +0.51 +0.53 +0.06 +0.52 +0.17 0.08 0.18 0.17 0.29 0.18 0.38 
DoY+MLT+F_{10.7}   	- +0.39 +0.50 +0.53 +0.16 +0.46 +0.21 0.07 0.15 0.20 0.25 0.18 0.20 
DoY+MLT+\rho_{sw}   	- +0.19 +0.58 +0.59 +0.09 +0.53 +0.25 0.07 0.17 0.23 0.36 0.16 0.40 
DoY+F_{10.7}+\rho_{sw}   	- +0.45 +0.58 +0.58 +0.21 +0.57 +0.43 0.04 0.17 0.17 0.34 0.17 0.23 
B_z+F_{10.7}+\rho_{sw}   	- +0.45 +0.56 +0.54 +0.19 +0.57 +0.37 0.06 0.17 0.16 0.26 0.21 0.31 
B_z+MLT+\rho_{sw}   	- +0.16 +0.42 +0.60 +0.04 +0.57 +0.09 0.07 0.24 0.15 0.40 0.15 0.35 
B_z+MLT+F_{10.7}   	- +0.38 +0.47 +0.53 +0.22 +0.52 +0.27 0.07 0.19 0.16 0.24 0.15 0.23 
B_z+D_{st}+\rho_{sw}   	- +0.22 +0.39 +0.53 -0.04 +0.53 +0.13 0.08 0.26 0.18 0.35 0.21 0.40 
B_z+D_{st}+F_{10.7}   	- +0.44 +0.49 +0.50 +0.22 +0.52 +0.35 0.04 0.11 0.13 0.16 0.12 0.17 
B_z+D_{st}+MLT   	- +0.12 +0.32 +0.34 -0.02 +0.40 +0.03 0.04 0.16 0.16 0.20 0.13 0.22 
B_z+V_{sw}+\rho_{sw}   	- +0.28 +0.50 +0.45 -0.00 +0.48 +0.08 0.09 0.21 0.18 0.31 0.16 0.32 
B_z+V_{sw}+F_{10.7}   	- +0.44 +0.51 +0.50 +0.31 +0.46 +0.35 0.04 0.11 0.11 0.13 0.12 0.12 
B_z+V_{sw}+MLT   	- +0.10 +0.34 +0.37 -0.07 +0.43 +0.08 0.05 0.16 0.14 0.20 0.13 0.20 
B_z+V_{sw}+D_{st}   	- +0.14 +0.38 +0.26 -0.01 +0.34 +0.07 0.05 0.12 0.11 0.15 0.13 0.20 
V_{sw}+F_{10.7}+\rho_{sw}   	- +0.44 +0.61 +0.63 +0.26 +0.55 +0.30 0.05 0.11 0.15 0.25 0.16 0.24 
V_{sw}+MLT+\rho_{sw}   	- +0.19 +0.59 +0.59 +0.05 +0.61 +0.23 0.10 0.28 0.18 0.33 0.17 0.37 
V_{sw}+MLT+F_{10.7}   	- +0.39 +0.53 +0.53 +0.17 +0.51 +0.28 0.07 0.15 0.15 0.28 0.18 0.22 
V_{sw}+D_{st}+\rho_{sw}   	- +0.26 +0.50 +0.50 -0.04 +0.43 +0.20 0.09 0.22 0.21 0.39 0.18 0.29 
V_{sw}+D_{st}+F_{10.7}   	- +0.43 +0.52 +0.51 +0.31 +0.51 +0.32 0.05 0.08 0.14 0.17 0.12 0.17 
V_{sw}+D_{st}+MLT   	- +0.12 +0.37 +0.36 -0.11 +0.37 +0.10 0.05 0.16 0.13 0.24 0.11 0.24 
D_{st}+MLT+F_{10.7}   	- +0.37 +0.45 +0.47 +0.16 +0.51 +0.24 0.06 0.12 0.14 0.21 0.17 0.21 
D_{st}+MLT+\rho_{sw}   	- +0.17 +0.51 +0.57 -0.06 +0.57 +0.19 0.08 0.25 0.18 0.43 0.21 0.39 
D_{st}+F_{10.7}+\rho_{sw}   	- +0.45 +0.50 +0.59 +0.26 +0.58 +0.28 0.06 0.24 0.17 0.32 0.19 0.26 
MLT+F_{10.7}+\rho_{sw}   	- +0.30 +0.53 +0.62 +0.06 +0.64 +0.16 0.08 0.20 0.21 0.38 0.18 0.30 
All	- +0.38 +0.52 +0.89 +0.06 +0.88 +0.17 0.08 0.28 0.10 0.33 0.11 0.33 
