<pre>
Vars 	 	  CCtr  NNtr  CCt   NNt   CCv   NNv  +-CCtr  +-NNtr  +-CCt   +-NNt   +-CCv   +-NNv
DoY+MLT+\rho_{sw}   	- +0.31 +0.49 +1.00 +0.09 +1.00 +0.33 0.12 0.41 0.00 0.55 0.00 0.48 
DoY+F_{10.7}+\rho_{sw}   	- +0.48 +0.55 +0.85 +0.28 +0.83 +0.46 0.09 0.24 0.13 0.43 0.19 0.34 
B_z+F_{10.7}+\rho_{sw}   	- +0.46 +0.62 +0.85 +0.25 +0.87 +0.32 0.13 0.34 0.15 0.42 0.15 0.48 
B_z+MLT+\rho_{sw}   	- +0.72 +0.78 +1.00 +0.42 +1.00 +0.62 0.11 0.25 0.00 0.55 0.00 0.45 
B_z+MLT+F_{10.7}   	- +0.43 +0.55 +0.78 +0.26 +0.78 +0.43 0.12 0.28 0.17 0.37 0.18 0.37 
B_z+D_{st}+\rho_{sw}   	- +0.46 +0.65 +0.80 +0.20 +0.81 +0.24 0.16 0.34 0.18 0.48 0.19 0.53 
B_z+D_{st}+F_{10.7}   	- +0.29 +0.57 +0.63 +0.28 +0.60 +0.38 0.06 0.18 0.18 0.30 0.15 0.24 
B_z+D_{st}+MLT   	- +0.28 +0.52 +0.71 +0.00 +0.65 +0.07 0.10 0.34 0.19 0.44 0.17 0.43 
B_z+V_{sw}+\rho_{sw}   	- +0.48 +0.71 +0.80 +0.24 +0.83 +0.31 0.11 0.24 0.15 0.46 0.14 0.39 
B_z+V_{sw}+F_{10.7}   	- +0.33 +0.52 +0.62 +0.14 +0.60 +0.31 0.07 0.23 0.18 0.30 0.16 0.31 
B_z+V_{sw}+MLT   	- +0.28 +0.52 +0.68 -0.02 +0.67 +0.07 0.08 0.27 0.22 0.36 0.19 0.40 
B_z+V_{sw}+D_{st}   	- +0.20 +0.52 +0.50 +0.04 +0.55 +0.26 0.08 0.21 0.17 0.31 0.18 0.33 
V_{sw}+F_{10.7}+\rho_{sw}   	- +0.49 +0.46 +0.83 +0.15 +0.78 +0.31 0.08 0.30 0.13 0.38 0.17 0.45 
V_{sw}+MLT+\rho_{sw}   	- +0.48 +0.58 +1.00 +0.31 +1.00 +0.36 0.15 0.35 0.00 0.46 0.00 0.52 
V_{sw}+MLT+F_{10.7}   	- +0.52 +0.55 +0.70 +0.22 +0.73 +0.41 0.12 0.20 0.19 0.35 0.21 0.39 
V_{sw}+D_{st}+\rho_{sw}   	- +0.40 +0.61 +0.79 +0.24 +0.80 +0.42 0.07 0.26 0.17 0.45 0.16 0.38 
V_{sw}+D_{st}+F_{10.7}   	- +0.34 +0.49 +0.52 +0.20 +0.47 +0.25 0.07 0.13 0.19 0.28 0.16 0.22 
V_{sw}+D_{st}+MLT   	- +0.30 +0.51 +0.72 -0.16 +0.68 +0.02 0.09 0.32 0.18 0.43 0.19 0.43 
D_{st}+MLT+F_{10.7}   	- +0.46 +0.56 +0.74 +0.22 +0.78 +0.45 0.13 0.29 0.21 0.43 0.19 0.33 
D_{st}+MLT+\rho_{sw}   	- +0.36 +0.55 +1.00 -0.20 +1.00 +0.06 0.15 0.40 0.00 0.50 0.00 0.58 
D_{st}+F_{10.7}+\rho_{sw}   	- +0.43 +0.56 +0.84 +0.19 +0.83 +0.31 0.10 0.25 0.19 0.38 0.19 0.45 
MLT+F_{10.7}+\rho_{sw}   	- +0.57 +0.60 +1.00 +0.22 +1.00 +0.54 0.16 0.30 0.00 0.57 0.00 0.49 
All	- +0.91 +0.84 +1.00 +0.37 +1.00 +0.49 0.03 0.25 0.00 0.54 0.00 0.52 
