<pre>
Vars 	 	  CCtr  NNtr  CCt   NNt   CCv   NNv
doy+Bz+F107   	- +0.37 +0.68 +0.48 +0.35 +0.49 +0.49 
doy+Bz+Rhosw   	- +0.14 +0.42 +0.43 +0.02 +0.44 +0.08 
doy+Vsw+Dst   	- +0.22 +0.56 +0.44 +0.12 +0.46 +0.32 
doy+Vsw+MLT   	- +0.41 +0.47 +0.59 +0.12 +0.63 +0.27 
doy+Vsw+F107   	- +0.36 +0.60 +0.49 +0.21 +0.53 +0.41 
doy+Vsw+Rhosw   	- +0.17 +0.46 +0.44 +0.06 +0.48 +0.19 
doy+Dst+MLT   	- +0.20 +0.43 +0.59 -0.09 +0.61 +0.12 
doy+Dst+F107   	- +0.37 +0.66 +0.49 +0.32 +0.49 +0.48 
doy+Dst+Rhosw   	- +0.14 +0.33 +0.43 -0.05 +0.49 +0.08 
doy+MLT+F107   	- +0.37 +0.54 +0.56 +0.10 +0.65 +0.22 
doy+MLT+Rhosw   	- +0.25 +0.47 +0.69 -0.04 +0.67 +0.22 
doy+F107+Rhosw   	- +0.32 +0.56 +0.47 +0.26 +0.47 +0.37 
Bz+F107+Rhosw   	- +0.31 +0.53 +0.45 +0.05 +0.48 +0.24 
Bz+MLT+Rhosw   	- +0.19 +0.53 +0.63 -0.01 +0.66 +0.06 
Bz+MLT+F107   	- +0.33 +0.53 +0.59 +0.18 +0.54 +0.22 
Bz+Dst+Rhosw   	- +0.12 +0.30 +0.42 -0.03 +0.40 +0.01 
Bz+Dst+F107   	- +0.37 +0.42 +0.47 +0.14 +0.47 +0.18 
Bz+Dst+MLT   	- +0.13 +0.42 +0.51 -0.07 +0.47 +0.12 
Bz+Vsw+Rhosw   	- +0.14 +0.41 +0.40 +0.05 +0.41 +0.13 
Bz+Vsw+F107   	- +0.36 +0.46 +0.51 +0.10 +0.51 +0.22 
Bz+Vsw+MLT   	- +0.42 +0.52 +0.62 +0.11 +0.63 +0.24 
Bz+Vsw+Dst   	- +0.15 +0.34 +0.44 +0.06 +0.45 +0.15 
Vsw+F107+Rhosw   	- +0.30 +0.42 +0.45 +0.08 +0.47 +0.29 
Vsw+MLT+Rhosw   	- +0.38 +0.61 +0.69 +0.04 +0.67 +0.38 
Vsw+MLT+F107   	- +0.41 +0.55 +0.63 +0.16 +0.65 +0.45 
Vsw+Dst+Rhosw   	- +0.16 +0.40 +0.42 -0.05 +0.41 +0.12 
Vsw+Dst+F107   	- +0.36 +0.47 +0.43 +0.16 +0.52 +0.30 
Vsw+Dst+MLT   	- +0.42 +0.55 +0.66 +0.16 +0.60 +0.20 
Dst+MLT+F107   	- +0.35 +0.56 +0.58 +0.04 +0.56 +0.23 
Dst+MLT+Rhosw   	- +0.20 +0.46 +0.65 -0.09 +0.66 +0.06 
Dst+F107+Rhosw   	- +0.32 +0.47 +0.48 +0.06 +0.49 +0.23 
MLT+F107+Rhosw   	- +0.29 +0.57 +0.68 +0.32 +0.66 +0.40 
doy+Bz+Vsw+Dst+MLT+F107+Rhosw	- +0.45 +0.63 +1.00 +0.05 +1.00 +0.20 
