<pre>
Vars 	 	  CCtr  NNtr  CCt   NNt   CCv   NNv
doy      	- -0.02 +0.31 -0.02 +0.09 -0.05 +0.19 
Bz      	- -0.05 +0.26 -0.03 -0.02 -0.02 +0.13 
Vsw      	- -0.01 +0.24 +0.03 +0.01 +0.04 +0.13 
Dst      	- +0.03 +0.19 +0.07 +0.02 +0.03 +0.12 
MLT      	- +0.01 +0.35 -0.01 +0.02 +0.07 +0.14 
F107      	- +0.51 +0.56 +0.57 +0.49 +0.52 +0.48 
doy+Bz   	- -0.02 +0.31 -0.01 -0.06 +0.09 -0.01 
doy+Vsw   	- +0.01 +0.31 +0.11 -0.00 +0.15 +0.16 
doy+Dst   	- +0.04 +0.30 +0.07 -0.07 +0.15 +0.08 
doy+MLT   	- +0.04 +0.54 +0.13 +0.08 +0.17 +0.29 
doy+F107   	- +0.52 +0.60 +0.51 +0.40 +0.57 +0.52 
Bz+Vsw   	- +0.02 +0.29 +0.15 -0.03 +0.16 +0.10 
Bz+Dst   	- +0.02 +0.30 +0.12 -0.07 +0.14 +0.08 
Bz+MLT   	- +0.08 +0.56 +0.31 +0.06 +0.20 +0.26 
Bz+F107   	- +0.50 +0.59 +0.56 +0.48 +0.59 +0.56 
Vsw+Dst   	- +0.04 +0.31 +0.08 -0.03 +0.11 +0.09 
Vsw+MLT   	- +0.01 +0.43 +0.24 -0.10 +0.09 +0.05 
Vsw+F107   	- +0.52 +0.56 +0.52 +0.41 +0.52 +0.44 
Dst+MLT   	- +0.30 +0.53 +0.33 +0.15 +0.39 +0.37 
Dst+F107   	- +0.52 +0.58 +0.56 +0.47 +0.51 +0.45 
MLT+F107   	- +0.60 +0.64 +0.72 +0.46 +0.65 +0.55 
Dst+MLT+F107   	- +0.61 +0.66 +0.68 +0.33 +0.71 +0.55 
Vsw+MLT+F107   	- +0.62 +0.69 +0.68 +0.47 +0.66 +0.46 
Vsw+Dst+F107   	- +0.51 +0.54 +0.53 +0.32 +0.58 +0.48 
Vsw+Dst+MLT   	- +0.31 +0.46 +0.41 +0.08 +0.47 +0.19 
Bz+MLT+F107   	- +0.62 +0.71 +0.71 +0.38 +0.74 +0.56 
Bz+Dst+F107   	- +0.51 +0.61 +0.59 +0.38 +0.57 +0.45 
Bz+Dst+MLT   	- +0.31 +0.54 +0.52 +0.10 +0.50 +0.33 
Bz+Vsw+F107   	- +0.51 +0.60 +0.55 +0.38 +0.58 +0.44 
Bz+Vsw+MLT   	- +0.09 +0.52 +0.39 +0.04 +0.35 +0.15 
Bz+Vsw+Dst   	- +0.05 +0.27 +0.20 +0.01 +0.18 +0.09 
doy+MLT+F107   	- +0.61 +0.67 +0.71 +0.42 +0.72 +0.59 
doy+Dst+F107   	- +0.51 +0.62 +0.60 +0.39 +0.55 +0.46 
doy+Dst+MLT   	- +0.30 +0.53 +0.43 +0.20 +0.40 +0.30 
doy+Vsw+F107   	- +0.52 +0.59 +0.56 +0.42 +0.61 +0.46 
doy+Vsw+MLT   	- +0.03 +0.52 +0.34 +0.00 +0.27 +0.26 
doy+Vsw+Dst   	- +0.05 +0.35 +0.20 -0.07 +0.17 +0.06 
doy+Bz+F107   	- +0.51 +0.62 +0.57 +0.36 +0.61 +0.49 
doy+Bz+MLT   	- +0.11 +0.53 +0.40 +0.04 +0.17 +0.19 
doy+Bz+Dst   	- +0.05 +0.29 +0.22 +0.00 +0.22 +0.03 
doy+Bz+Vsw   	- +0.03 +0.28 +0.21 -0.09 +0.19 +0.07 
Vsw+Dst+MLT+F107	- +0.62 +0.70 +0.75 +0.41 +0.74 +0.48 
Bz+Dst+MLT+F107	- +0.61 +0.79 +0.74 +0.51 +0.75 +0.60 
Bz+Vsw+MLT+F107	- +0.61 +0.67 +0.77 +0.47 +0.77 +0.50 
Bz+Vsw+Dst+F107	- +0.53 +0.59 +0.55 +0.37 +0.58 +0.42 
Bz+Vsw+Dst+MLT	- +0.33 +0.59 +0.60 +0.15 +0.54 +0.23 
doy+Dst+MLT+F107	- +0.62 +0.72 +0.71 +0.49 +0.73 +0.54 
doy+Vsw+MLT+F107	- +0.62 +0.62 +0.73 +0.47 +0.71 +0.49 
doy+Vsw+Dst+F107	- +0.53 +0.59 +0.58 +0.36 +0.59 +0.46 
doy+Vsw+Dst+MLT	- +0.28 +0.52 +0.54 +0.09 +0.52 +0.18 
doy+Bz+MLT+F107	- +0.63 +0.71 +0.76 +0.46 +0.73 +0.51 
doy+Bz+Dst+F107	- +0.52 +0.62 +0.59 +0.40 +0.62 +0.46 
doy+Bz+Dst+MLT	- +0.31 +0.59 +0.53 +0.19 +0.57 +0.30 
doy+Bz+Vsw+F107	- +0.51 +0.57 +0.59 +0.39 +0.63 +0.48 
