<pre>
Vars 	 	  CCtr  NNtr  CCt   NNt   CCv   NNv
doy      	- +0.07 +0.39 +0.05 +0.14 +0.08 +0.25 
Bz      	- +0.16 +0.28 +0.21 -0.04 +0.13 +0.19 
Vsw      	- -0.03 +0.32 +0.03 +0.06 -0.11 +0.30 
Dst      	- +0.01 +0.28 +0.04 -0.03 -0.03 +0.04 
MLT      	- -0.01 +0.24 -0.03 -0.11 +0.06 +0.26 
F107      	- +0.27 +0.38 +0.24 +0.11 +0.33 +0.27 
doy+Bz   	- +0.14 +0.49 +0.25 +0.10 +0.26 +0.23 
doy+Vsw   	- +0.02 +0.41 +0.14 +0.00 +0.18 +0.18 
doy+Dst   	- +0.06 +0.46 +0.19 -0.09 +0.22 +0.07 
doy+MLT   	- +0.13 +0.30 +0.27 -0.09 +0.42 +0.07 
doy+F107   	- +0.29 +0.49 +0.49 +0.18 +0.42 +0.25 
Bz+Vsw   	- +0.12 +0.42 +0.26 +0.10 +0.25 +0.17 
Bz+Dst   	- +0.10 +0.39 +0.20 -0.05 +0.25 +0.04 
Bz+MLT   	- +0.05 +0.31 +0.34 -0.27 +0.43 +0.21 
Bz+F107   	- +0.27 +0.37 +0.46 +0.14 +0.41 +0.28 
Vsw+Dst   	- -0.00 +0.42 +0.20 -0.00 +0.25 +0.09 
Vsw+MLT   	- -0.08 +0.33 +0.21 -0.06 +0.21 +0.00 
Vsw+F107   	- +0.23 +0.44 +0.44 +0.22 +0.38 +0.31 
Dst+MLT   	- -0.07 +0.50 +0.43 -0.11 +0.39 +0.26 
Dst+F107   	- +0.26 +0.39 +0.43 +0.05 +0.38 +0.21 
MLT+F107   	- +0.39 +0.42 +0.48 +0.15 +0.52 +0.28 
Dst+MLT+F107   	- +0.41 +0.44 +0.59 +0.09 +0.69 +0.34 
Vsw+MLT+F107   	- +0.34 +0.45 +0.76 +0.25 +0.59 +0.35 
Vsw+Dst+F107   	- +0.28 +0.45 +0.47 +0.08 +0.43 +0.18 
Vsw+Dst+MLT   	- -0.03 +0.38 +0.57 -0.19 +0.54 +0.03 
Bz+MLT+F107   	- +0.42 +0.57 +0.70 +0.23 +0.74 +0.32 
Bz+Dst+F107   	- +0.31 +0.41 +0.40 +0.05 +0.46 +0.25 
Bz+Dst+MLT   	- +0.04 +0.53 +0.48 -0.15 +0.59 +0.04 
Bz+Vsw+F107   	- +0.26 +0.51 +0.47 +0.14 +0.48 +0.25 
Bz+Vsw+MLT   	- +0.00 +0.38 +0.59 -0.22 +0.55 +0.12 
Bz+Vsw+Dst   	- +0.13 +0.51 +0.39 -0.01 +0.31 +0.13 
doy+MLT+F107   	- +0.51 +0.58 +0.70 +0.29 +0.70 +0.55 
doy+Dst+F107   	- +0.31 +0.47 +0.51 -0.05 +0.46 +0.13 
doy+Dst+MLT   	- +0.11 +0.61 +0.59 +0.03 +0.56 +0.10 
doy+Vsw+F107   	- +0.30 +0.51 +0.43 +0.08 +0.49 +0.26 
doy+Vsw+MLT   	- +0.12 +0.46 +0.60 -0.02 +0.66 +0.26 
doy+Vsw+Dst   	- +0.08 +0.46 +0.31 +0.00 +0.30 +0.14 
doy+Bz+F107   	- +0.33 +0.53 +0.47 +0.19 +0.50 +0.19 
doy+Bz+MLT   	- +0.13 +0.43 +0.57 -0.17 +0.52 +0.11 
doy+Bz+Dst   	- +0.15 +0.48 +0.36 +0.11 +0.38 +0.19 
doy+Bz+Vsw   	- +0.15 +0.51 +0.36 +0.09 +0.40 +0.17 
Vsw+Dst+MLT+F107	- +0.40 +0.56 +0.78 +0.11 +0.81 +0.23 
Bz+Dst+MLT+F107	- +0.42 +0.64 +0.82 +0.11 +0.76 +0.22 
Bz+Vsw+MLT+F107	- +0.40 +0.46 +0.86 +0.07 +0.78 +0.26 
Bz+Vsw+Dst+F107	- +0.29 +0.48 +0.50 +0.09 +0.60 +0.26 
Bz+Vsw+Dst+MLT	- +0.04 +0.43 +0.71 -0.09 +0.73 +0.01 
