<pre>
Vars 	 	  CCtr  NNtr  CCt   NNt   CCv   NNv
doy+Dst+MLT+F107	- +0.52 +0.71 +0.84 +0.23 +0.80 +0.56 
doy+Vsw+MLT+F107	- +0.50 +0.61 +0.79 +0.26 +0.78 +0.42 
doy+Vsw+Dst+F107	- +0.30 +0.43 +0.59 -0.02 +0.52 +0.14 
doy+Vsw+Dst+MLT	- +0.13 +0.53 +0.76 -0.06 +0.75 +0.13 
doy+Bz+MLT+F107	- +0.51 +0.61 +0.89 +0.29 +0.85 +0.42 
doy+Bz+Dst+F107	- +0.33 +0.51 +0.57 +0.02 +0.56 +0.21 
doy+Bz+Dst+MLT	- +0.19 +0.52 +0.75 -0.16 +0.74 +0.05 
doy+Bz+Vsw+F107	- +0.32 +0.58 +0.59 +0.07 +0.59 +0.25 
doy+Bz+Vsw+MLT	- +0.15 +0.56 +0.74 -0.15 +0.74 +0.15 
doy+Bz+Vsw+Dst	- +0.19 +0.49 +0.48 +0.15 +0.49 +0.14 
doy+Bz+Vsw+Dst+MLT	- +0.23 +0.54 +0.94 -0.19 +0.89 -0.03 
doy+Bz+Vsw+Dst+F107	- +0.32 +0.54 +0.63 +0.06 +0.62 +0.25 
doy+Bz+Vsw+MLT+F107	- +0.51 +0.52 +0.92 +0.18 +0.93 +0.37 
doy+Bz+Dst+MLT+F107	- +0.54 +0.54 +0.93 +0.18 +0.93 +0.43 
doy+Vsw+Dst+MLT+F107	- +0.53 +0.55 +0.89 +0.22 +0.90 +0.30 
Bz+Vsw+Dst+MLT+F107	- +0.43 +0.51 +0.91 +0.14 +0.95 +0.21 
doy+Bz+Vsw+Dst+MLT+F107	- +0.53 +0.60 +1.00 +0.02 +1.00 +0.37 
